USG%,WS,DWS,OWS,WS/48,Age,G,MP,PER,TS%,eFG%,OBPM,DBPM,BPM,VORP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,W,L,PCT_FGA_2PT,PCT_PTS_2PT,PCT_FGA_3PT,PCT_PTS_3PT,PCT_PTS_MR,PCT_PTS_FSTBRK,PCT_PTS_FT,PCT_PTS_OFF_TOS,PCT_PTS_INTHEPT,PCT_2PTGFM_ASSTD,PCT_2PTGFM_UNASSTD,PCT_3PTGFM_ASSTD,PCT_3PTGFM_UNASSTD,PCT_FGM_ASSTD,PCT_FGM_UNASSTD,"('TEAM_ATL',)","('TEAM_BKN',)","('TEAM_BOS',)","('TEAM_CHA',)","('TEAM_CHI',)","('TEAM_CLE',)","('TEAM_DAL',)","('TEAM_DEN',)","('TEAM_DET',)","('TEAM_GSW',)","('TEAM_HOU',)","('TEAM_IND',)","('TEAM_LAC',)","('TEAM_LAL',)","('TEAM_MEM',)","('TEAM_MIA',)","('TEAM_MIL',)","('TEAM_MIN',)","('TEAM_NOP',)","('TEAM_NYK',)","('TEAM_OKC',)","('TEAM_ORL',)","('TEAM_PHI',)","('TEAM_PHX',)","('TEAM_POR',)","('TEAM_SAC',)","('TEAM_SAS',)","('TEAM_TOR',)","('TEAM_UTA',)","('TEAM_WAS',)","('Pos_C',)","('Pos_PF',)","('Pos_PG',)","('Pos_SF',)","('Pos_SG',)","('YEAR_2013-2014',)","('YEAR_2014-2015',)","('YEAR_2015-2016',)","('YEAR_2016-2017',)","('YEAR_2017-2018',)","('YEAR_2018-2019',)"
0.19246861924686193,0.09389671361502347,0.07042253521126761,0.17679558011049723,-0.022,0.39130434782608703,0.1111111111111111,0.03905249679897567,0.25413105413105413,0.379,0.278,0.30883720930232555,0.5671641791044776,0.46825396825396826,0.14383561643835616,0.004667444574095682,0.009273570324574962,0.004975124378109453,0.014591439688715954,0.0027397260273972603,0.00211118930330753,0.009283819628647215,0.011350737797956867,0.006818181818181818,22.0,0.020048115477145148,0.008830022075055188,0.005235602094240838,0.01486988847583643,0.008620689655172414,0.0821917808219178,0.00603264726756565,0.0273972602739726,0.11267605633802817,0.167,0.23500000000000001,0.833,0.353,0.0,0.0,0.41200000000000003,0.0,0.23500000000000001,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.3012552301255231,0.14553990610328638,0.22535211267605637,0.17679558011049723,0.036000000000000004,0.3478260869565216,0.8518518518518519,0.4346991037131882,0.28433048433048436,0.525,0.496,0.34325581395348836,0.5696517412935324,0.5008818342151675,0.14383561643835616,0.15169194865810967,0.18804739824832561,0.2537313432835821,0.2840466926070039,0.038356164383561646,0.05137227304714989,0.0649867374005305,0.0681044267877412,0.09090909090909091,217.0,0.2060946271050521,0.06291390728476821,0.17277486910994766,0.10780669144981413,0.12931034482758622,0.5102739726027397,0.14584811923349894,0.3561643835616438,0.619718309859155,0.2,0.136,0.8,0.745,0.034,0.051,0.11900000000000001,0.14400000000000002,0.102,0.8570000000000001,0.14300000000000002,0.99,0.01,0.9620000000000001,0.038,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.4184100418410042,0.09389671361502347,0.07042253521126761,0.17127071823204418,-0.133,0.30434782608695643,0.06172839506172839,0.015044814340588988,0.22962962962962966,0.355,0.324,0.26790697674418606,0.4253731343283582,0.3774250440917108,0.136986301369863,0.005834305717619602,0.008758371973209686,0.0024875621890547263,0.006809338521400778,0.005479452054794521,0.007037297677691766,0.002652519893899204,0.00340522133938706,0.004545454545454545,6.0,0.006415396952686447,0.0,0.0,0.0,0.004310344827586207,0.030821917808219176,0.0046132008516678496,0.1506849315068493,0.38028169014084506,0.47100000000000003,0.297,0.529,0.5,0.054000000000000006,0.027000000000000003,0.203,0.171,0.24300000000000002,0.7270000000000001,0.273,0.973,0.027000000000000003,0.8570000000000001,0.14300000000000002,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.3451882845188285,0.15023474178403756,0.14084507042253522,0.21546961325966849,0.102,0.30434782608695643,0.38271604938271603,0.16293213828425096,0.31225071225071227,0.5870000000000001,0.542,0.3516279069767442,0.5572139303482587,0.5044091710758378,0.1506849315068493,0.07584597432905484,0.07882534775888718,0.08955223880597014,0.08073929961089495,0.03972602739726028,0.04926108374384237,0.05702917771883289,0.06469920544835414,0.04090909090909091,89.0,0.08580593424218123,0.019867549668874173,0.07329842931937174,0.055762081784386616,0.040948275862068964,0.19863013698630136,0.07416607523066004,0.1506849315068493,0.38028169014084506,0.47100000000000003,0.297,0.529,0.5,0.054000000000000006,0.027000000000000003,0.203,0.171,0.24300000000000002,0.7270000000000001,0.273,0.973,0.027000000000000003,0.8570000000000001,0.14300000000000002,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.27405857740585776,0.215962441314554,0.16901408450704225,0.2817679558011049,0.13699999999999998,0.26086956521739124,0.7160493827160492,0.280089628681178,0.3213675213675214,0.629,0.6,0.36372093023255814,0.5746268656716418,0.5220458553791887,0.18493150684931506,0.13885647607934654,0.11025244719216899,0.0472636815920398,0.047665369649805445,0.136986301369863,0.11611541168191414,0.0663129973474801,0.0771850170261067,0.1477272727272727,123.0,0.1507618283881315,0.029801324503311258,0.15183246073298431,0.08921933085501858,0.05818965517241379,0.3527397260273972,0.10894251242015614,0.2876712328767123,0.5352112676056339,0.7709999999999999,0.6509999999999999,0.22899999999999998,0.18600000000000003,0.12400000000000001,0.153,0.163,0.192,0.528,0.71,0.29,0.9470000000000001,0.053,0.748,0.252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.3242677824267783,0.1784037558685446,0.16901408450704225,0.23756906077348064,0.063,0.21739130434782605,0.8271604938271604,0.41165172855313703,0.3054131054131054,0.5329999999999999,0.486,0.3404651162790698,0.554726368159204,0.4929453262786596,0.13013698630136986,0.1773628938156359,0.17053065430190625,0.04477611940298507,0.058365758754863814,0.18356164383561643,0.19071076706544687,0.10079575596816975,0.11010215664018161,0.17954545454545454,222.0,0.24137931034482757,0.07505518763796909,0.14136125654450263,0.08178438661710037,0.12931034482758622,0.5034246575342466,0.14123491838183108,0.1643835616438356,0.7887323943661972,0.8190000000000001,0.6729999999999999,0.18100000000000002,0.136,0.256,0.10300000000000001,0.19100000000000003,0.161,0.41700000000000004,0.7240000000000001,0.276,1.0,0.0,0.757,0.24300000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.3033472803347281,0.10798122065727699,0.08450704225352113,0.18784530386740328,0.188,0.17391304347826086,0.07407407407407407,0.019206145966709345,0.3356125356125356,0.542,0.5,0.3665116279069767,0.6666666666666666,0.5564373897707231,0.15753424657534246,0.007001166861143523,0.007212776919113859,0.004975124378109453,0.0048638132295719845,0.005479452054794521,0.0063335679099225895,0.00663129973474801,0.009080590238365494,0.011363636363636364,10.0,0.012028869286287089,0.004415011037527594,0.020942408376963352,0.011152416356877323,0.004310344827586207,0.0273972602739726,0.00674237047551455,0.3013698630136986,0.5774647887323944,0.8940000000000001,0.725,0.106,0.07,0.129,0.129,0.20500000000000002,0.12300000000000001,0.596,0.6940000000000001,0.306,1.0,0.0,0.7120000000000001,0.28800000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.20502092050209209,0.1596244131455399,0.16901408450704225,0.20994475138121543,0.078,0.17391304347826086,0.6790123456790123,0.251280409731114,0.2923076923076923,0.518,0.48,0.33581395348837206,0.6044776119402985,0.5070546737213404,0.15753424657534246,0.07001166861143523,0.06543019062339,0.004975124378109453,0.009727626459143969,0.07945205479452055,0.08233638282899367,0.03978779840848806,0.0510783200908059,0.15227272727272725,134.0,0.16118684843624698,0.026490066225165563,0.09947643979057592,0.08550185873605948,0.06034482758620689,0.3904109589041096,0.0539389638041164,0.3013698630136986,0.5774647887323944,0.8940000000000001,0.725,0.106,0.07,0.129,0.129,0.20500000000000002,0.12300000000000001,0.596,0.6940000000000001,0.306,1.0,0.0,0.7120000000000001,0.28800000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.34309623430962344,0.5258215962441314,0.6338028169014085,0.4640883977900552,0.163,0.26086956521739124,0.9753086419753085,0.8540332906530089,0.34301994301994304,0.591,0.595,0.3674418604651163,0.6268656716417911,0.5440917107583775,0.3698630136986301,0.5612602100350058,0.41679546625450803,0.0,0.0019455252918287938,0.6589041095890411,0.5679099225897255,0.1936339522546419,0.3314415437003405,0.8886363636363636,369.0,0.6094627105052125,0.1368653421633554,0.612565445026178,0.28252788104089216,0.29094827586206895,0.6986301369863013,0.39318665720369056,0.6438356164383561,0.4647887323943662,0.998,0.868,0.002,0.0,0.027000000000000003,0.09699999999999999,0.132,0.107,0.841,0.642,0.358,0.0,0.0,0.642,0.358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.34937238493723854,0.5539906103286385,0.49295774647887325,0.5524861878453038,0.187,0.21739130434782605,0.9259259259259258,0.7957746478873239,0.354985754985755,0.63,0.629,0.38232558139534883,0.6019900497512438,0.5493827160493827,0.37671232876712324,0.5227537922987164,0.36682122617207624,0.0,0.0019455252918287938,0.6136986301369863,0.4996481351161154,0.21220159151193632,0.3246311010215664,0.8727272727272727,301.0,0.5493183640737771,0.09713024282560706,0.4816753926701571,0.2899628252788104,0.27586206896551724,0.7363013698630136,0.3747338537970192,0.5890410958904109,0.4647887323943662,0.997,0.848,0.003,0.0,0.009000000000000001,0.094,0.152,0.13,0.8390000000000001,0.6920000000000001,0.308,0.0,0.0,0.6920000000000001,0.308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
